timestamp,cpu_utilization,memory_usage,storage_usage,workload,Resource Allocation
2024-05-15 06:00:00,93.66765623916407,65.73974229026697,81.20214901039984,100.0,76.3980512102411
2022-03-20 00:00:00,,45.771231930885016,56.17807927184184,96.20152952709752,52.78374657422285
2024-03-31 02:00:00,66.27028288283577,85.53722066762064,61.59441124174344,100.0,71.69988892994833
2022-10-05 07:00:00,50.305589934301146,55.4920083757686,100.41974722489752,100.0,69.45680452586949
2022-07-18 08:00:00,58.56795372063347,77.33934166938012,60.446443843595794,100.0,66.62497734820805
2023-09-14 05:00:00,7.462297526507891,52.184883625821456,68.62151921793395,75.66603748881327,46.66322085932749
2022-12-12 07:00:00,13.151543145900348,46.50975197368366,100.46630801107445,76.38433000399675,55.942920971759634
2022-12-17 03:00:00,54.374812742082334,,92.31686531565656,99.19185774096468,59.850935798615936
2024-08-08 10:00:00,55.41818326452944,54.64118905108391,69.61672985388422,100.0,60.40806140370277
2022-06-18 20:00:00,85.79118741211916,28.175575961827885,60.47730859071905,100.0,54.16710215869672
2022-11-18 04:00:00,56.6976844463852,8.196460544851522,72.72959794750837,91.50393217996174,
2022-12-13 08:00:00,13.96025139768904,31.155032197694258,78.5463339103645,77.59326788720593,43.60258068051357
2023-07-19 20:00:00,15.21769436323748,,90.71770797482812,52.76222844254657,47.6072150645309
2022-01-14 13:00:00,70.19360512212555,52.37336880723214,56.17885483091485,99.16904020048108,58.44852191601237
2024-01-17 09:00:00,,73.65095073798011,57.1728024866125,100.0,
2022-08-25 13:00:00,32.26617854675956,72.92429469416798,,95.37454318754298,73.48310476159804
2022-07-01 05:00:00,70.515917087108,39.13726644157079,82.88173874775528,100.0,62.099421563183554
2024-08-28 08:00:00,94.7064858162804,63.10392176420935,75.35460388908277,100.0,73.79965843852017
2023-03-30 15:00:00,25.879529798025946,33.60144479696393,82.81567154606789,64.31356851252436,47.15527751647841
2023-12-15 00:00:00,42.64394775447076,85.60062660176929,73.2614852391999,99.84107905407154,70.36464024711108
2024-08-27 15:00:00,23.51057571561689,,53.90614013127121,55.98245182992461,
2023-09-19 15:00:00,35.3877469656901,43.5007749266173,54.431988051559856,77.29073671233702,45.10878710423813
2024-03-14 21:00:00,82.21981607539949,71.28103535026004,,100.0,
2022-04-17 22:00:00,36.54314474190649,66.09798060696453,102.5339018738167,81.7762040532821,69.40757205810573
2022-03-22 07:00:00,54.84665841759859,59.22835181968476,,100.0,64.7938089244439
2022-06-04 16:00:00,76.21121810482023,29.74164301540284,71.1532526238427,97.39401598107764,55.86999278692507
2022-10-06 13:00:00,,40.43863583068441,88.42971769366073,71.10766642154249,
2022-09-03 16:00:00,91.7554341244484,37.00339692901374,94.72173542082668,99.63826375993936,
2022-11-12 14:00:00,14.817192464004778,41.96307608260233,75.45245052746658,62.805183815512606,45.396112118086585
2023-07-09 15:00:00,36.783184003907394,,85.84667741850562,80.20462772683263,52.66624688619163
2024-12-21 17:00:00,38.71243700477248,52.779789626858886,79.68013145076857,77.82182596984322,57.303231976505735
2023-10-02 08:00:00,60.51535712813083,40.23281972724767,47.31648274103548,100.0,49.1016443036196
2024-12-19 03:00:00,39.43846720675316,11.290360464626044,80.76929359132518,82.8942443123689,
2022-01-18 01:00:00,18.763150031248124,47.64408716765897,70.8171695168198,80.71150079036552,48.578823684630514
2023-04-22 20:00:00,40.55192366335742,52.99892247044385,97.27641183832608,74.64377430908075,62.992601993623424
2024-10-24 09:00:00,49.31157522713668,46.67544102971608,95.34872528736004,100.0,64.33133342095277
2022-12-20 16:00:00,29.52820303047356,7.322800414359158,90.87360486623528,64.10921411493787,40.67439591721927
2024-01-06 07:00:00,67.98059146726429,62.16652431326168,44.218992872388455,100.0,57.851740462329815
2024-07-30 10:00:00,60.30600553721668,39.48144483692988,42.97531179798008,100.0,47.43081320738499
2024-12-30 05:00:00,,42.00102801930757,86.32560985091673,100.0,66.2059296184852
2023-01-05 20:00:00,17.203868731918693,18.14895681371539,,55.72727563822058,46.477796871823095
2024-06-30 18:00:00,93.79719581044056,37.03043490365642,88.88253983156221,100.0,68.24122044760007
2022-01-03 22:00:00,72.03036670577796,60.48700574909931,96.23588145280844,100.0,74.60565536622691
2022-04-15 01:00:00,87.04626226905992,76.30555449275316,,100.0,75.57230650644814
2023-03-07 18:00:00,32.704299567637925,9.353862794277596,91.95294315794554,59.790231519263,
2023-12-08 01:00:00,17.513548131894186,92.95303395608576,49.49663135530948,92.55367609438098,59.50382731174278
2024-08-15 03:00:00,86.78808042435149,29.644294282204243,92.35813946331145,100.0,65.09614429524912
2024-02-01 23:00:00,,60.15778807486787,66.69934286508942,100.0,69.09884189134705
2023-04-30 02:00:00,,,81.4845644714542,100.0,55.774431291214725
2022-03-16 07:00:00,66.93886547818573,82.46700822269429,71.97477131567578,100.0,73.98460304734331
2023-01-21 05:00:00,,29.25611978793212,73.42935242486534,100.0,57.81878568793002
2024-08-14 04:00:00,46.21963684517116,46.85239269708612,43.86664272184619,92.58003783712176,
2024-07-31 09:00:00,31.9222111880269,59.11526321331439,47.609682535377424,88.63388574260271,48.98378559313548
2023-10-18 20:00:00,36.293817168630845,,73.71707474729696,82.14930987397548,67.84633514981411
2024-10-20 03:00:00,19.219363659421884,44.37729544919096,71.97476691306093,82.55973123404145,47.98330159852011
2024-02-19 06:00:00,40.288423494383935,80.9009444150082,61.23498108142805,100.0,64.32789311763692
2022-02-20 15:00:00,31.878729216377995,58.009888568157606,78.28825555204703,85.69784665177727,58.06979165783423
2022-12-06 03:00:00,52.46377941938226,49.61001079329634,75.28983985092685,93.75851506632917,59.13522637571081
2024-05-15 13:00:00,28.412351182514747,83.55530982802325,,82.90952642304788,59.21698355124428
2023-04-28 04:00:00,,37.64887746051723,103.48321822174869,72.9693542671468,52.26848592420247
2022-12-19 09:00:00,41.67041844408304,11.255469807598228,,85.5668858938873,
2022-05-19 11:00:00,65.98314531590086,42.406437610142135,83.39529377782858,100.0,62.5262752162966
2023-05-12 22:00:00,1.2795843157067228,48.021345983006206,61.99144921586419,72.3735267192534,41.39354197512513
2024-07-28 14:00:00,47.803646499096594,40.94278887323132,70.06461000687065,84.62896444295413,
2023-03-29 15:00:00,43.69900614581559,66.70651334968588,78.81604323770658,87.51868516707684,64.15731110982206
2023-04-18 18:00:00,,15.931066603618303,76.53031012089707,90.04934967997518,52.09234786957005
2023-04-19 22:00:00,75.3635042960495,67.69078515795955,87.3944208119399,100.0,75.20515305779956
2023-04-10 23:00:00,56.211549575361445,19.39408624783724,93.28886337651048,95.98530955912416,54.65295752713139
2022-07-11 01:00:00,97.22519574945912,,97.69423029024482,100.0,79.49967338409968
2023-07-17 17:00:00,74.47866283123669,79.34789213587507,91.37930862468914,100.0,
2024-03-08 03:00:00,66.45273022126617,40.69867293227208,53.17321854888636,100.0,52.40455122421401
2022-08-20 18:00:00,40.2065072042408,42.77314967748591,91.24547007819989,73.83329695034736,57.14296374463038
2022-09-22 14:00:00,18.20848694433377,69.66704827240731,108.74046423240706,90.72502476944022,69.64148985626147
2024-10-11 02:00:00,67.13623200618446,50.65298586892399,76.09587755900962,100.0,63.49878247873514
2024-01-27 13:00:00,13.256511416393456,62.969522343235546,60.53613205485525,80.56796255513989,
2022-09-05 14:00:00,20.05403385275234,53.92128080377502,78.37173954620184,73.21435427622036,
2024-03-09 07:00:00,34.15359433592589,50.8928562505045,48.30607171892933,89.3721594701384,46.74013780404082
2023-07-03 12:00:00,52.46377941938226,49.61001079329634,75.28983985092685,80.80003855768952,57.89743610290339
2024-05-12 04:00:00,86.65653116002646,42.143058585318535,,100.0,
2022-11-30 22:00:00,66.83475115946874,33.45647674908088,97.33422834872218,93.25086113309445,63.15337740301789
2022-10-22 08:00:00,26.21432464128152,15.339079653142578,97.892721383842,80.17169094987725,46.723888084358784
2023-03-08 05:00:00,43.64126004068013,20.94184203164072,61.91581350221871,91.0496254524906,42.147976456505255
2023-10-05 00:00:00,28.51575874194681,61.77382375170744,88.12040353195114,84.90018668104331,
2024-08-25 21:00:00,25.242742582857566,13.63606499709254,85.55169072631979,51.87199380595037,39.25505245927645
2024-05-21 23:00:00,22.43827993868264,54.75199903505072,63.72925594309319,71.83835958247562,48.88877230813253
2023-09-02 10:00:00,27.98362476774313,,79.59589447151066,84.24293684195088,54.093106016681325
2023-02-12 17:00:00,67.9081701299061,47.381465759790615,,96.31980283057013,61.25872832695783
2024-04-16 00:00:00,91.46064885512874,59.41791893766449,88.14256300899171,100.0,75.77627313642412
2024-05-04 22:00:00,96.28473529361386,42.07795399765938,64.14040289217634,100.0,62.738886444851886
2024-04-26 02:00:00,47.87395037969405,74.37692201472855,69.05304082611434,100.0,65.93024415494797
2024-04-15 16:00:00,36.187891298018165,60.15773430511898,54.68059128204837,85.04412211176285,52.24458994454646
2024-12-10 16:00:00,41.11651118451388,57.13951766870096,63.89170808052396,83.70956225969753,54.954266543708336
2023-07-06 08:00:00,66.19976676931138,58.43617275414582,87.47368907685701,100.0,69.83077376298978
2024-12-19 09:00:00,27.340131350535493,11.39505361392948,71.27295467626051,70.98106259522746,36.189094283738086
2022-09-12 19:00:00,74.32939852651978,50.59556524168983,65.75622525053247,94.9619240497916,61.30376466647398
2023-03-05 08:00:00,37.60509294133981,10.673793255042783,73.69106720633602,86.15354950241834,40.2876913086316
2024-10-13 03:00:00,91.41570795494964,31.47540832652551,61.44995624099005,100.0,
2023-09-12 05:00:00,47.85495956561811,76.59845138021991,91.57491147168123,100.0,73.99761383464387
2022-06-11 04:00:00,,44.03174865645956,80.29481742705815,100.0,63.51595790727188
2023-06-27 11:00:00,78.1859849818518,69.95831881636182,87.3622637873141,100.0,76.62025686546778
2024-04-08 02:00:00,38.28147240843854,89.97318118339231,81.48483865180579,100.0,73.66326692535604
2024-02-12 09:00:00,85.06743209649531,36.79251434974449,63.72697071645561,100.0,58.28326810583919
2023-05-29 22:00:00,27.83434778557185,59.525037331208985,87.43796927357555,67.7785252460442,58.96122550271222
2024-05-05 05:00:00,28.768949355817483,32.173211046113344,84.9535111681458,79.88683013600922,49.35424160143032
2023-01-22 18:00:00,65.88966289340996,,58.73771796455553,85.16328016775708,
2024-04-15 06:00:00,52.46377941938226,49.61001079329634,75.28983985092685,92.59500050929088,59.0300956633027
2023-07-27 11:00:00,69.91399191763061,26.965362534406456,89.96607006375945,93.28132398279114,59.054924114014575
2022-11-14 13:00:00,59.26405616709836,61.640029036258646,93.3221197589608,98.93908324866524,
2024-05-29 23:00:00,69.64483127101394,83.56062666816207,65.04307706615926,100.0,72.75131033760516
2022-08-19 01:00:00,65.3698548914179,61.04959608683074,68.77801362767006,100.0,64.68732613292276
2022-10-02 19:00:00,38.807998115330925,30.44822460882673,80.62130983230871,79.40083825874255,49.46958995437063
2022-03-12 18:00:00,92.7647366821806,74.26041378652872,102.80103140951633,100.0,86.23670145300525
2022-07-14 04:00:00,60.8402333957896,67.27280859414735,103.2713661025242,100.0,76.94786929555592
2022-09-26 23:00:00,156.3729193439257,49.61001079329634,75.28983985092685,272.0350470689682,
2022-07-29 04:00:00,73.09567070615556,51.29712144281919,94.38332745511804,100.0,70.84884489283259
2023-09-19 22:00:00,13.680431784142826,74.88413461479291,81.52134532678058,73.16730966742318,60.27844935463595
2022-12-29 20:00:00,15.638676356111905,30.98346172689409,84.12906387637805,67.09219360801876,44.62910824852582
2023-05-20 12:00:00,34.815740212567285,53.59020716600853,82.8317842506743,87.52262295154722,58.68379433126298
2023-07-01 06:00:00,17.84214360654939,47.7143687992392,67.30119716818943,91.37382490907912,48.29896653479224
2024-03-05 04:00:00,65.59735333103445,34.92683894823452,60.68907974334358,100.0,52.461702724981
2024-11-07 08:00:00,87.79305855551759,14.052527616298647,54.9190481442063,100.0,47.59420085530632
2024-07-30 23:00:00,99.58057787451622,57.27873055085357,67.20748563461731,100.0,70.04616073879961
2023-03-25 16:00:00,42.02783897279324,54.16360384819725,69.29803200141372,86.7793231126504,56.07265059254049
2023-11-01 03:00:00,6.908641787640303,33.285111058426125,50.568024482825024,66.51649781964683,32.944624883969006
2024-02-22 10:00:00,78.66841513699104,80.78356330866684,,100.0,68.45543833980197
2022-02-13 16:00:00,83.27529269536029,,101.32441855013224,100.0,85.16654545888846
2024-12-07 05:00:00,38.96268178636214,61.58533881445801,54.29183804088802,98.5976378827359,54.52582703276686
2024-02-22 17:00:00,66.39437329808987,,58.27408822774149,100.0,58.91172395173509
2024-04-06 08:00:00,60.832805435610645,84.93372482764018,40.44854025575641,100.0,63.56922858335383
2022-08-22 03:00:00,57.30270277846521,55.64371452497178,90.14652906617204,99.43194396703092,67.69776290040274
2023-07-30 11:00:00,1.0168582012640464,78.89081085496123,78.90365659949352,77.1428153040605,58.62376456799416
2022-05-23 08:00:00,,32.860418365693,96.59170884506705,99.37811221976708,58.51726004820755
2024-12-24 10:00:00,55.24137232490983,25.035129823684983,58.9194880091937,100.0,46.03738112893212
2022-09-09 00:00:00,25.58032067942056,47.56822610087436,,78.02985576782766,50.85021636052769
2022-03-19 03:00:00,81.43230712701892,38.072471976222815,,100.0,67.7879453883798
2022-11-28 16:00:00,83.16529980540994,13.652317721421358,,92.1823288909006,53.48859340125517
2024-08-02 09:00:00,36.90371810282164,62.02882535778894,67.90236930083873,100.0,58.70044838498075
2024-12-07 08:00:00,,39.16416206229269,86.109987583619,82.29865992991303,51.77420115029605
2023-10-26 15:00:00,73.46698783249624,51.18675091292821,50.29197633105864,100.0,56.84953922288227
2023-11-26 20:00:00,56.41931752484844,67.53349953229424,65.9310986369696,91.13339437309386,63.44077509977961
2023-05-26 12:00:00,62.60660279441045,25.953937582822828,88.61559190661569,100.0,57.40269704111339
2022-08-13 18:00:00,76.79344513086329,64.47113587747906,73.28556195649148,98.36212368643127,69.64490251095665
2022-06-18 17:00:00,,,88.42789784112652,79.1492188234407,58.86319062012819
2022-03-14 04:00:00,57.9783817742357,68.6047645265802,69.30520982490177,100.0,66.07527617853128
2022-09-08 09:00:00,38.60823749354312,12.079344841757983,74.61345688091738,79.67436309244354,40.6880767985109
2022-11-14 15:00:00,69.23825927860551,63.92247981168675,85.81847731867785,99.98934515672444,71.95730553860822
2023-03-08 16:00:00,75.01067825094833,31.679908178066743,71.20957194523334,96.28691249244596,56.25934343149188
2024-09-05 14:00:00,53.705389403087786,60.9205596459896,93.47810715814428,100.0,69.96838001521
2022-06-02 12:00:00,60.45373382436736,26.875403504240044,91.4891416778109,92.5346650021075,
2022-02-24 16:00:00,58.337076124057546,54.90526094125679,101.5143384495482,99.76460766405374,71.2739918247882
2024-06-25 20:00:00,67.67489379207014,42.30117353401029,66.9898203749501,90.59505845202642,56.734490751075306
2023-12-22 12:00:00,52.46377941938226,49.61001079329634,,96.00861381391408,59.33467559760516
2024-09-15 10:00:00,52.46377941938226,,75.28983985092685,94.62090658844896,59.26350274011264
2022-09-19 05:00:00,,11.750305255132671,61.62932546245426,100.0,44.84095674381018
2024-10-08 18:00:00,65.23021562777105,,92.28808409116624,100.0,
2024-11-26 19:00:00,75.9460959316416,51.87746851036094,,100.0,66.98251704853547
