timestamp,cpu_utilization,memory_usage,storage_usage,workload,Resource Allocation,predicted_workload
2024-08-30 18:00:00,47.39881414689921,26.46981907373524,,72.32010983749096,,99.99408
2023-11-21 02:00:00,55.56277685830373,69.139478892234,77.45124444888101,97.88055163082184,68.16325965338864,98.0787
2024-02-13 15:00:00,74.21359074027559,76.27550694718015,52.54550411462709,100.0,67.07935066851445,89.51398
2023-07-02 10:00:00,70.83522696149487,46.8488745401382,93.52219240710087,100.0,68.44392459514538,99.88156
2022-03-29 21:00:00,95.53940298431328,47.27287912469168,90.26119717040108,100.0,72.84100473721732,99.503975
2022-06-22 10:00:00,,40.89294018445173,98.73140368092038,100.0,68.34322132441417,83.82213
2023-05-11 19:00:00,10.72043023611399,68.62103526038703,99.7135826764712,72.54516781955382,63.036504796059454,98.56415
2022-10-11 02:00:00,53.88873617921138,23.346617464088688,94.87366490437986,93.33622067525158,55.904575544483855,98.91499
2023-09-28 15:00:00,76.59529035403298,33.52756352828753,53.74900668471784,97.63935801228216,51.85615280865596,100.034424
2022-03-04 23:00:00,72.60316129365239,50.12831014062812,78.33992616493171,100.0,,99.59571
2023-06-04 17:00:00,26.71936670149585,45.95878845014238,75.93844441317326,70.93622855334094,50.34865166760356,100.21583
2023-04-08 23:00:00,19.315792990190094,64.61906686729621,95.1014971235348,83.21763203092927,62.93278243670533,100.03243
2023-08-17 11:00:00,35.42371958677301,84.33405443555392,74.74488424289828,98.2314294128625,68.65150530913412,99.65492
2024-04-30 09:00:00,51.93272709099725,81.13765960168165,52.65461801391636,100.0,64.18153911804036,99.66572
2022-12-28 19:00:00,58.80184106756016,27.417645519519866,105.31615638841384,88.00319554950013,61.25875462744884,100.13141
2024-04-26 04:00:00,61.38830216112029,70.45138620834874,47.14913786742287,100.0,60.46576385866752,97.30287
2023-12-07 22:00:00,37.1007855235106,51.24850600852813,62.971263700691054,78.72764278765852,,91.8835
2023-12-27 13:00:00,27.96378050847091,48.15929886910486,48.07441386030126,73.42495174711966,42.83985243292622,96.26763
2022-01-03 16:00:00,32.704054010646225,84.50303858209307,,90.37571905514226,71.52383944930226,93.934494
2023-04-08 03:00:00,,34.412043658765874,101.10229012459098,100.0,65.26168025632383,94.146416
2022-09-13 06:00:00,58.89261616110351,46.66994440641197,86.03107633014369,100.0,63.49462241144048,93.58626
2022-08-01 01:00:00,,58.08348814185793,78.39809527191134,83.97700573351955,57.40642499862892,94.56297
2023-10-02 09:00:00,69.63621093012028,59.50277459296092,53.6188175673173,100.0,60.20884791738526,95.68698
2023-12-01 19:00:00,156.3729193439257,49.61001079329634,75.28983985092685,272.0350470689682,98.22259243750882,79.65468
2023-10-18 08:00:00,35.425300552411755,75.89963865830008,59.10178718885236,98.79162838993572,60.61919218902003,79.11658
2024-06-01 16:00:00,44.16492624742117,36.807327146596336,82.47270463981768,84.82389575725941,54.09156424274456,87.446236
2024-02-24 12:00:00,,91.40436625329592,73.02639660007077,100.0,81.39819739008912,74.74051
2022-08-14 10:00:00,74.35339741712343,37.6068274787497,95.33631630969668,100.0,,90.55837
2022-12-10 20:00:00,12.691934041087713,27.46463175880511,85.17938077000495,47.79285386160585,41.22087688340889,76.0313
2022-03-15 23:00:00,41.17226349653188,45.80884946756763,98.35274883545196,79.25770993106069,61.28759242876343,76.6118
2023-09-02 16:00:00,16.633242037648678,37.94272235898867,68.34344387185652,61.659975737672674,41.921297897927126,99.38572
2023-05-24 17:00:00,19.17297179791928,49.78893482556335,62.33896580634041,61.343814422968045,44.936749871024425,90.396095
2023-06-20 16:00:00,,,73.47222205290807,97.84217979107837,60.949696720278055,98.35362
2022-01-07 11:00:00,29.919504501182505,63.60365530569513,68.13103168310012,86.04923265331142,56.52905196387641,97.5944
2024-01-19 15:00:00,43.63655123290778,84.30220074853263,45.34006528916716,93.46411571498255,60.6131942257585,84.13188
2022-02-18 09:00:00,24.35053464034277,40.42781643413566,90.23605212612163,95.26444638926554,54.59416061336158,100.10976
2023-02-14 15:00:00,77.91568675780836,62.20867118206417,86.82701825553288,100.0,,100.04224
2022-11-07 21:00:00,,,78.45135388984028,77.32316800994862,48.51892430457855,99.80168
2024-06-25 00:00:00,43.40010904980754,55.90032246655278,43.74379867339008,87.87187052185814,48.97108228945392,97.58462
2022-08-06 02:00:00,95.3801273115337,16.898991397817035,74.49534990799023,100.0,56.51953632875378,99.95167
2022-02-03 09:00:00,25.033885232028684,64.7854159205922,55.32192230070222,88.94680008617347,52.17853716449522,92.70778
2024-03-03 21:00:00,15.264388443390557,66.79917757293978,86.09930616067989,73.85036512902136,59.17428560775272,79.85261
2024-09-03 09:00:00,23.7169425170119,58.3710399932118,70.00748756486624,81.01904629306661,53.422033447658094,98.8783
2022-03-08 17:00:00,41.29666855121096,38.9867820430899,88.2556990547461,83.68915957650378,56.02080359296756,99.25219
2022-11-10 12:00:00,42.6988046453202,13.960099783002914,,79.44177621204831,41.75301682862244,94.64922
2022-12-21 11:00:00,58.62841951136786,22.7585090722704,,90.4019124678694,50.08380192069915,93.49484
2023-04-02 10:00:00,72.93881593453268,38.80316361300871,90.44070383159362,100.0,64.8872113430279,96.458626
2024-06-28 11:00:00,72.881150085586,72.77496235284265,82.43974393103566,100.0,74.96648600103009,74.73793
2023-06-11 18:00:00,61.2862585622488,49.42627910985986,86.85147250259607,90.42028154763884,64.33663030724979,77.94352
2023-12-13 05:00:00,76.34403593512742,61.75543715815788,76.61414045962805,100.0,69.76262904145577,88.248405
2023-10-31 10:00:00,52.46377941938226,,75.28983985092685,81.24518387745323,57.978805551129,100.14523
2023-08-21 21:00:00,30.0161423140606,49.654424443967976,49.198806956925466,72.3557951777999,44.08752277542073,75.35496
2023-05-10 00:00:00,43.616652780557146,20.25634560269045,95.8257393807868,81.06033417816533,51.68035348487626,99.95016
2024-01-05 07:00:00,,43.84876946995774,83.85752435706604,100.0,68.24160989762622,83.41631
2023-12-16 05:00:00,85.27374753293742,38.15427297642828,90.06137560213227,100.0,67.17429057844754,98.76835
